GrindingID,G_DatumTijdStart,G_DatumTijdEind,G_Machine,Capaciteit
3710,2025-04-12 18:59:53.109177,2025-04-12 19:33:53.109177,Grinder C,527.67
3711,2025-04-12 18:59:53.697458,2025-04-12 21:39:53.697458,Grinder B,564.06
3712,2025-04-12 18:59:53.646894,2025-04-12 19:41:53.646894,Grinder A,559.71
3713,2025-04-12 18:59:53.272421,2025-04-12 19:46:53.272421,Grinder A,384.52
3714,2025-04-12 18:59:53.267120,2025-04-12 20:51:53.267120,Grinder B,404.48
3715,2025-04-12 18:59:53.504120,2025-04-12 21:04:53.504120,Grinder A,382.23
3716,2025-04-12 18:59:53.689917,2025-04-12 21:31:53.689917,Grinder C,514.4
3717,2025-04-12 18:59:53.062723,2025-04-12 21:21:53.062723,Grinder C,598.05
3718,2025-04-12 18:59:53.540413,2025-04-12 19:52:53.540413,Grinder A,579.32
3719,2025-04-12 18:59:53.344182,2025-04-12 21:25:53.344182,Grinder A,483.99
3720,2025-04-12 18:59:53.472129,2025-04-12 20:09:53.472129,Grinder B,509.27
3721,2025-04-12 18:59:53.200730,2025-04-12 19:52:53.200730,Grinder A,516.41
3722,2025-04-12 18:59:53.865784,2025-04-12 21:48:53.865784,Grinder C,304.95
3723,2025-04-12 18:59:53.558439,2025-04-12 21:37:53.558439,Grinder C,516.11
3724,2025-04-12 18:59:53.671707,2025-04-12 21:10:53.671707,Grinder C,530.69
3725,2025-04-12 18:59:53.122397,2025-04-12 20:26:53.122397,Grinder C,594.98
3726,2025-04-12 18:59:53.079834,2025-04-12 21:13:53.079834,Grinder C,705.82
3727,2025-04-12 18:59:53.543403,2025-04-12 21:35:53.543403,Grinder B,623.71
3728,2025-04-12 18:59:53.512306,2025-04-12 21:34:53.512306,Grinder A,608.52
3729,2025-04-12 18:59:53.171426,2025-04-12 21:35:53.171426,Grinder B,407.92
3730,2025-04-12 18:59:53.490285,2025-04-12 19:38:53.490285,Grinder C,574.59
3731,2025-04-12 18:59:53.190301,2025-04-12 21:26:53.190301,Grinder C,675.81
3732,2025-04-12 18:59:53.124703,2025-04-12 20:34:53.124703,Grinder C,394.46
3733,2025-04-12 18:59:53.693033,2025-04-12 21:08:53.693033,Grinder A,579.06
3734,2025-04-12 18:59:53.292344,2025-04-12 19:36:53.292344,Grinder B,741.65
3735,2025-04-12 18:59:53.879494,2025-04-12 21:32:53.879494,Grinder C,586.89
3736,2025-04-12 18:59:53.931639,2025-04-12 21:54:53.931639,Grinder A,592.11
3737,2025-04-12 18:59:53.929743,2025-04-12 19:55:53.929743,Grinder B,631.83
3738,2025-04-12 18:59:53.189340,2025-04-12 21:58:53.189340,Grinder B,760.02
3739,2025-04-12 18:59:53.391627,2025-04-12 20:32:53.391627,Grinder A,418.61
3740,2025-04-12 18:59:53.964028,2025-04-12 21:26:53.964028,Grinder C,680.16
3741,2025-04-12 18:59:53.378954,2025-04-12 20:32:53.378954,Grinder A,359.4
3742,2025-04-12 18:59:53.097928,2025-04-12 21:47:53.097928,Grinder B,617.94
3743,2025-04-12 18:59:53.300039,2025-04-12 19:46:53.300039,Grinder B,468.28
3744,2025-04-12 18:59:53.934536,2025-04-12 20:41:53.934536,Grinder A,662.84
3745,2025-04-12 18:59:53.798281,2025-04-12 20:23:53.798281,Grinder B,367.56
3746,2025-04-12 18:59:53.510837,2025-04-12 21:46:53.510837,Grinder B,750.99
3747,2025-04-12 18:59:53.170454,2025-04-12 21:35:53.170454,Grinder A,703.69
3748,2025-04-12 18:59:53.670838,2025-04-12 20:38:53.670838,Grinder B,614.72
3749,2025-04-12 18:59:53.749524,2025-04-12 21:39:53.749524,Grinder A,648.28
3750,2025-04-12 18:59:53.321856,2025-04-12 21:56:53.321856,Grinder C,575.34
3751,2025-04-12 18:59:53.770211,2025-04-12 20:57:53.770211,Grinder A,328.43
3752,2025-04-12 18:59:53.479559,2025-04-12 21:15:53.479559,Grinder A,773.54
3753,2025-04-12 18:59:53.471658,2025-04-12 20:44:53.471658,Grinder C,312.45
3754,2025-04-12 18:59:53.724412,2025-04-12 21:38:53.724412,Grinder C,627.8
3755,2025-04-12 18:59:53.190681,2025-04-12 20:30:53.190681,Grinder C,494.29
3756,2025-04-12 18:59:53.660440,2025-04-12 19:40:53.660440,Grinder B,792.06
3757,2025-04-12 18:59:53.056659,2025-04-12 20:03:53.056659,Grinder B,514.66
3758,2025-04-12 18:59:53.278019,2025-04-12 21:32:53.278019,Grinder A,579.44
3759,2025-04-12 18:59:53.275744,2025-04-12 21:02:53.275744,Grinder B,734.19
3760,2025-04-12 18:59:53.220976,2025-04-12 20:31:53.220976,Grinder B,547.96
3761,2025-04-12 18:59:53.728135,2025-04-12 19:56:53.728135,Grinder B,478.89
3762,2025-04-12 18:59:53.979571,2025-04-12 20:36:53.979571,Grinder C,363.85
3763,2025-04-12 18:59:53.537798,2025-04-12 21:10:53.537798,Grinder A,512.26
3764,2025-04-12 18:59:53.875011,2025-04-12 20:03:53.875011,Grinder A,592.53
3765,2025-04-12 18:59:53.767715,2025-04-12 21:28:53.767715,Grinder B,508.82
3766,2025-04-12 18:59:53.808590,2025-04-12 20:30:53.808590,Grinder B,391.25
3767,2025-04-12 18:59:53.242234,2025-04-12 19:41:53.242234,Grinder C,670.05
3768,2025-04-12 18:59:53.562050,2025-04-12 20:54:53.562050,Grinder B,561.18
3769,2025-04-12 18:59:53.615771,2025-04-12 19:48:53.615771,Grinder C,644.91
3770,2025-04-12 18:59:53.316458,2025-04-12 20:11:53.316458,Grinder C,373.7
3771,2025-04-12 18:59:53.369220,2025-04-12 21:09:53.369220,Grinder C,320.61
3772,2025-04-12 18:59:53.524795,2025-04-12 20:31:53.524795,Grinder A,337.26
3773,2025-04-12 18:59:53.213051,2025-04-12 19:47:53.213051,Grinder C,385.18
3774,2025-04-12 18:59:53.940214,2025-04-12 19:43:53.940214,Grinder A,607.28
3775,2025-04-12 18:59:53.457047,2025-04-12 20:51:53.457047,Grinder A,555.16
3776,2025-04-12 18:59:53.226045,2025-04-12 21:52:53.226045,Grinder A,357.53
3777,2025-04-12 18:59:53.981418,2025-04-12 19:59:53.981418,Grinder C,652.01
3778,2025-04-12 18:59:53.959551,2025-04-12 20:52:53.959551,Grinder A,420.13
3779,2025-04-12 18:59:53.788817,2025-04-12 21:08:53.788817,Grinder C,640.2
3780,2025-04-12 18:59:53.840327,2025-04-12 20:24:53.840327,Grinder C,742.35
3781,2025-04-12 18:59:53.314238,2025-04-12 21:20:53.314238,Grinder C,663.32
3782,2025-04-12 18:59:53.923424,2025-04-12 21:13:53.923424,Grinder B,615.32
3783,2025-04-12 18:59:53.311552,2025-04-12 19:42:53.311552,Grinder A,457.72
3784,2025-04-12 18:59:53.413790,2025-04-12 19:59:53.413790,Grinder C,554.94
3785,2025-04-12 18:59:53.321603,2025-04-12 19:55:53.321603,Grinder A,671.1
3786,2025-04-12 18:59:53.589383,2025-04-12 21:57:53.589383,Grinder B,384.19
3787,2025-04-12 18:59:53.394044,2025-04-12 21:50:53.394044,Grinder C,625.21
3788,2025-04-12 18:59:53.307293,2025-04-12 20:31:53.307293,Grinder C,596.2
3789,2025-04-12 18:59:53.598930,2025-04-12 19:53:53.598930,Grinder C,533.98
3790,2025-04-12 18:59:53.965773,2025-04-12 19:36:53.965773,Grinder B,502.58
3791,2025-04-12 18:59:53.249798,2025-04-12 19:42:53.249798,Grinder B,380.39
3792,2025-04-12 18:59:53.590399,2025-04-12 21:49:53.590399,Grinder A,351.06
3793,2025-04-12 18:59:53.809056,2025-04-12 21:08:53.809056,Grinder C,321.23
3794,2025-04-12 18:59:53.214190,2025-04-12 21:28:53.214190,Grinder B,580.74
3795,2025-04-12 18:59:53.919131,2025-04-12 21:01:53.919131,Grinder C,387.35
3796,2025-04-12 18:59:53.476350,2025-04-12 19:33:53.476350,Grinder B,714.06
3797,2025-04-12 18:59:53.378999,2025-04-12 21:36:53.378999,Grinder B,721.66
3798,2025-04-12 18:59:53.190283,2025-04-12 19:52:53.190283,Grinder C,788.05
3799,2025-04-12 18:59:53.216477,2025-04-12 20:51:53.216477,Grinder A,464.15
3800,2025-04-12 18:59:53.600641,2025-04-12 21:26:53.600641,Grinder B,699.21
3801,2025-04-12 18:59:53.367542,2025-04-12 21:00:53.367542,Grinder C,667.08
3802,2025-04-12 18:59:53.614139,2025-04-12 20:55:53.614139,Grinder C,627.08
3803,2025-04-12 18:59:53.733212,2025-04-12 20:23:53.733212,Grinder B,594.59
3804,2025-04-12 18:59:53.720262,2025-04-12 21:10:53.720262,Grinder C,342.87
3805,2025-04-12 18:59:53.228366,2025-04-12 21:15:53.228366,Grinder B,733.71
3806,2025-04-12 18:59:53.372967,2025-04-12 20:40:53.372967,Grinder A,632.51
3807,2025-04-12 18:59:53.092355,2025-04-12 21:22:53.092355,Grinder C,781.8
3808,2025-04-12 18:59:53.484139,2025-04-12 21:37:53.484139,Grinder C,625.2
3809,2025-04-12 18:59:53.333083,2025-04-12 20:03:53.333083,Grinder C,476.31
3810,2025-04-12 18:59:53.259017,2025-04-12 20:40:53.259017,Grinder C,655.06
3811,2025-04-12 18:59:53.576755,2025-04-12 20:58:53.576755,Grinder A,428.75
3812,2025-04-12 18:59:53.918625,2025-04-12 19:40:53.918625,Grinder B,758.07
3813,2025-04-12 18:59:53.401502,2025-04-12 20:54:53.401502,Grinder B,353.19
3814,2025-04-12 18:59:53.810489,2025-04-12 21:03:53.810489,Grinder C,378.05
3815,2025-04-12 18:59:53.447068,2025-04-12 20:56:53.447068,Grinder B,684.63
3816,2025-04-12 18:59:53.290425,2025-04-12 20:49:53.290425,Grinder C,480.82
3817,2025-04-12 18:59:53.567706,2025-04-12 21:06:53.567706,Grinder A,323.01
3818,2025-04-12 18:59:53.179120,2025-04-12 20:03:53.179120,Grinder B,615.19
3819,2025-04-12 18:59:53.439309,2025-04-12 21:07:53.439309,Grinder B,474.66
3820,2025-04-12 18:59:53.638366,2025-04-12 19:41:53.638366,Grinder C,721.18
3821,2025-04-12 18:59:53.364089,2025-04-12 20:26:53.364089,Grinder C,352.07
3822,2025-04-12 18:59:53.179521,2025-04-12 20:21:53.179521,Grinder C,567.91
3823,2025-04-12 18:59:53.810497,2025-04-12 21:41:53.810497,Grinder B,756.63
3824,2025-04-12 18:59:53.859910,2025-04-12 20:33:53.859910,Grinder A,580.54
3825,2025-04-12 18:59:53.312954,2025-04-12 21:55:53.312954,Grinder A,583.98
3826,2025-04-12 18:59:53.057482,2025-04-12 19:49:53.057482,Grinder C,451.2
3827,2025-04-12 18:59:53.713039,2025-04-12 21:03:53.713039,Grinder B,438.46
3828,2025-04-12 18:59:53.658528,2025-04-12 20:04:53.658528,Grinder A,644.07
3829,2025-04-12 18:59:53.577782,2025-04-12 20:17:53.577782,Grinder C,360.8
3830,2025-04-12 18:59:53.221943,2025-04-12 20:53:53.221943,Grinder C,700.66
3831,2025-04-12 18:59:53.900059,2025-04-12 19:41:53.900059,Grinder A,779.83
3832,2025-04-12 18:59:53.895004,2025-04-12 21:45:53.895004,Grinder B,653.93
3833,2025-04-12 18:59:53.741528,2025-04-12 21:51:53.741528,Grinder B,435.41
3834,2025-04-12 18:59:53.982517,2025-04-12 21:10:53.982517,Grinder B,787.67
3835,2025-04-12 18:59:53.910018,2025-04-12 20:12:53.910018,Grinder B,794.04
3836,2025-04-12 18:59:53.255588,2025-04-12 21:15:53.255588,Grinder B,777.12
3837,2025-04-12 18:59:53.210363,2025-04-12 21:36:53.210363,Grinder A,539.78
3838,2025-04-12 18:59:53.159399,2025-04-12 20:31:53.159399,Grinder B,575.23
3839,2025-04-12 18:59:53.338928,2025-04-12 20:41:53.338928,Grinder B,339.85
3840,2025-04-12 18:59:53.099205,2025-04-12 19:40:53.099205,Grinder C,650.6
3841,2025-04-12 18:59:53.570979,2025-04-12 19:35:53.570979,Grinder C,314.14
3842,2025-04-12 18:59:53.390802,2025-04-12 20:13:53.390802,Grinder C,618.27
3843,2025-04-12 18:59:53.407146,2025-04-12 19:45:53.407146,Grinder A,465.87
3844,2025-04-12 18:59:53.405668,2025-04-12 19:46:53.405668,Grinder B,717.23
3845,2025-04-12 18:59:53.031909,2025-04-12 21:43:53.031909,Grinder A,422.61
3846,2025-04-12 18:59:53.684257,2025-04-12 20:38:53.684257,Grinder A,397.12
3847,2025-04-12 18:59:53.247809,2025-04-12 20:58:53.247809,Grinder C,352.88
3848,2025-04-12 18:59:53.965691,2025-04-12 21:54:53.965691,Grinder A,310.64
3849,2025-04-12 18:59:53.493453,2025-04-12 20:48:53.493453,Grinder A,660.87
3850,2025-04-12 18:59:53.014294,2025-04-12 19:56:53.014294,Grinder A,642.06
3851,2025-04-12 18:59:53.961118,2025-04-12 20:35:53.961118,Grinder C,503.2
3852,2025-04-12 18:59:53.940304,2025-04-12 21:16:53.940304,Grinder C,464.92
3853,2025-04-12 18:59:53.688439,2025-04-12 19:31:53.688439,Grinder A,703.6
3854,2025-04-12 18:59:53.521243,2025-04-12 20:11:53.521243,Grinder A,756.52
3855,2025-04-12 18:59:53.288228,2025-04-12 21:05:53.288228,Grinder B,337.18
3856,2025-04-12 18:59:53.960592,2025-04-12 20:08:53.960592,Grinder C,435.61
3857,2025-04-12 18:59:53.383903,2025-04-12 21:07:53.383903,Grinder A,440.81
3858,2025-04-12 18:59:53.017810,2025-04-12 21:20:53.017810,Grinder C,674.41
3859,2025-04-12 18:59:53.335789,2025-04-12 20:43:53.335789,Grinder C,593.64
3860,2025-04-12 18:59:53.591489,2025-04-12 19:54:53.591489,Grinder A,743.81
3861,2025-04-12 18:59:53.222819,2025-04-12 21:30:53.222819,Grinder A,561.5
3862,2025-04-12 18:59:53.260397,2025-04-12 21:32:53.260397,Grinder B,393.27
3863,2025-04-12 18:59:53.322666,2025-04-12 19:44:53.322666,Grinder B,743.16
3864,2025-04-12 18:59:53.532109,2025-04-12 21:16:53.532109,Grinder A,411.05
3865,2025-04-12 18:59:53.702913,2025-04-12 19:53:53.702913,Grinder B,405.7
3866,2025-04-12 18:59:53.983160,2025-04-12 21:10:53.983160,Grinder C,609.64
3867,2025-04-12 18:59:53.031733,2025-04-12 20:03:53.031733,Grinder B,379.41
3868,2025-04-12 18:59:53.688416,2025-04-12 19:51:53.688416,Grinder C,593.15
3869,2025-04-12 18:59:53.960766,2025-04-12 19:53:53.960766,Grinder A,436.77
3870,2025-04-12 18:59:53.538398,2025-04-12 20:51:53.538398,Grinder A,475.02
3871,2025-04-12 18:59:53.735360,2025-04-12 19:40:53.735360,Grinder C,611.55
3872,2025-04-12 18:59:53.581757,2025-04-12 20:12:53.581757,Grinder B,655.19
3873,2025-04-12 18:59:53.183296,2025-04-12 21:25:53.183296,Grinder A,547.23
3874,2025-04-12 18:59:53.712857,2025-04-12 21:51:53.712857,Grinder A,644.1
3875,2025-04-12 18:59:53.445121,2025-04-12 21:28:53.445121,Grinder C,737.81
3876,2025-04-12 18:59:53.224736,2025-04-12 19:33:53.224736,Grinder A,350.22
3877,2025-04-12 18:59:53.387939,2025-04-12 21:50:53.387939,Grinder B,755.88
3878,2025-04-12 18:59:53.160216,2025-04-12 19:30:53.160216,Grinder C,697.99
3879,2025-04-12 18:59:53.779933,2025-04-12 21:31:53.779933,Grinder B,533.18
3880,2025-04-12 18:59:53.380219,2025-04-12 20:07:53.380219,Grinder A,665.3
3881,2025-04-12 18:59:53.260694,2025-04-12 21:26:53.260694,Grinder C,569.68
3882,2025-04-12 18:59:53.897274,2025-04-12 21:12:53.897274,Grinder A,762.57
3883,2025-04-12 18:59:53.648689,2025-04-12 20:51:53.648689,Grinder A,417.57
3884,2025-04-12 18:59:53.381683,2025-04-12 20:57:53.381683,Grinder B,492.79
3885,2025-04-12 18:59:53.306661,2025-04-12 21:43:53.306661,Grinder C,714.91
3886,2025-04-12 18:59:53.887540,2025-04-12 21:31:53.887540,Grinder C,558.03
3887,2025-04-12 18:59:53.812365,2025-04-12 21:47:53.812365,Grinder C,745.11
3888,2025-04-12 18:59:53.169251,2025-04-12 20:55:53.169251,Grinder B,537.74
3889,2025-04-12 18:59:53.017416,2025-04-12 21:54:53.017416,Grinder B,444.89
3890,2025-04-12 18:59:53.388875,2025-04-12 21:34:53.388875,Grinder C,652.19
3891,2025-04-12 18:59:53.588348,2025-04-12 20:02:53.588348,Grinder B,614.76
3892,2025-04-12 18:59:53.526243,2025-04-12 19:54:53.526243,Grinder C,445.3
3893,2025-04-12 18:59:53.501937,2025-04-12 21:21:53.501937,Grinder B,563.94
3894,2025-04-12 18:59:53.138770,2025-04-12 19:39:53.138770,Grinder C,474.08
3895,2025-04-12 18:59:53.326783,2025-04-12 20:13:53.326783,Grinder C,542.47
3896,2025-04-12 18:59:53.674175,2025-04-12 21:53:53.674175,Grinder A,433.3
3897,2025-04-12 18:59:53.659637,2025-04-12 21:16:53.659637,Grinder C,776.0
3898,2025-04-12 18:59:53.910353,2025-04-12 20:37:53.910353,Grinder B,778.85
3899,2025-04-12 18:59:53.849911,2025-04-12 19:58:53.849911,Grinder B,627.82
3900,2025-04-12 18:59:53.320882,2025-04-12 20:23:53.320882,Grinder A,635.62
3901,2025-04-12 18:59:53.913323,2025-04-12 19:33:53.913323,Grinder A,728.47
3902,2025-04-12 18:59:53.155248,2025-04-12 20:27:53.155248,Grinder B,354.43
3903,2025-04-12 18:59:53.960932,2025-04-12 19:33:53.960932,Grinder A,642.21
3904,2025-04-12 18:59:53.345887,2025-04-12 19:55:53.345887,Grinder B,354.38
3905,2025-04-12 18:59:53.181904,2025-04-12 20:06:53.181904,Grinder B,391.41
3906,2025-04-12 18:59:53.033331,2025-04-12 19:33:53.033331,Grinder A,352.17
3907,2025-04-12 18:59:53.288389,2025-04-12 20:26:53.288389,Grinder A,705.37
3908,2025-04-12 18:59:53.868477,2025-04-12 21:47:53.868477,Grinder B,545.58
3909,2025-04-12 18:59:53.477275,2025-04-12 20:05:53.477275,Grinder B,626.55
3910,2025-04-12 18:59:53.502800,2025-04-12 20:14:53.502800,Grinder C,530.84
3911,2025-04-12 18:59:53.289465,2025-04-12 20:29:53.289465,Grinder A,766.72
3912,2025-04-12 18:59:53.024168,2025-04-12 20:50:53.024168,Grinder C,407.27
3913,2025-04-12 18:59:53.101204,2025-04-12 21:53:53.101204,Grinder C,646.85
3914,2025-04-12 18:59:53.779011,2025-04-12 20:38:53.779011,Grinder A,428.9
3915,2025-04-12 18:59:53.877982,2025-04-12 20:19:53.877982,Grinder A,579.43
3916,2025-04-12 18:59:53.637225,2025-04-12 20:08:53.637225,Grinder C,426.56
3917,2025-04-12 18:59:53.940264,2025-04-12 20:46:53.940264,Grinder B,730.71
3918,2025-04-12 18:59:53.164115,2025-04-12 20:05:53.164115,Grinder A,605.33
3919,2025-04-12 18:59:53.690939,2025-04-12 20:51:53.690939,Grinder C,625.98
3920,2025-04-12 18:59:53.387842,2025-04-12 20:47:53.387842,Grinder A,491.54
3921,2025-04-12 18:59:53.288545,2025-04-12 20:05:53.288545,Grinder C,695.51
3922,2025-04-12 18:59:53.376849,2025-04-12 20:07:53.376849,Grinder B,611.49
3923,2025-04-12 18:59:53.054420,2025-04-12 21:01:53.054420,Grinder C,707.63
3924,2025-04-12 18:59:53.234969,2025-04-12 21:20:53.234969,Grinder C,324.74
3925,2025-04-12 18:59:53.350524,2025-04-12 21:29:53.350524,Grinder C,780.97
3926,2025-04-12 18:59:53.895479,2025-04-12 19:46:53.895479,Grinder A,749.35
3927,2025-04-12 18:59:53.855911,2025-04-12 19:30:53.855911,Grinder C,605.6
3928,2025-04-12 18:59:53.402358,2025-04-12 20:12:53.402358,Grinder B,338.89
3929,2025-04-12 18:59:53.414985,2025-04-12 19:53:53.414985,Grinder C,407.87
3930,2025-04-12 18:59:53.412093,2025-04-12 20:38:53.412093,Grinder C,687.83
3931,2025-04-12 18:59:53.991641,2025-04-12 20:11:53.991641,Grinder A,690.4
3932,2025-04-12 18:59:53.459713,2025-04-12 21:04:53.459713,Grinder A,356.79
3933,2025-04-12 18:59:53.905083,2025-04-12 20:20:53.905083,Grinder A,382.34
3934,2025-04-12 18:59:53.972477,2025-04-12 21:50:53.972477,Grinder C,664.46
3935,2025-04-12 18:59:53.610024,2025-04-12 21:20:53.610024,Grinder A,447.78
3936,2025-04-12 18:59:53.914173,2025-04-12 19:47:53.914173,Grinder A,329.07
3937,2025-04-12 18:59:53.639353,2025-04-12 20:09:53.639353,Grinder A,438.09
3938,2025-04-12 18:59:53.874434,2025-04-12 20:13:53.874434,Grinder A,719.17
3939,2025-04-12 18:59:53.267221,2025-04-12 20:57:53.267221,Grinder C,524.72
3940,2025-04-12 18:59:53.484742,2025-04-12 21:36:53.484742,Grinder A,667.31
3941,2025-04-12 18:59:53.093105,2025-04-12 20:41:53.093105,Grinder B,591.26
3942,2025-04-12 18:59:53.797873,2025-04-12 21:15:53.797873,Grinder B,711.39
3943,2025-04-12 18:59:53.970217,2025-04-12 19:46:53.970217,Grinder C,454.94
3944,2025-04-12 18:59:53.015244,2025-04-12 21:37:53.015244,Grinder B,521.08
3945,2025-04-12 18:59:53.825495,2025-04-12 20:43:53.825495,Grinder C,780.93
3946,2025-04-12 18:59:53.888961,2025-04-12 21:41:53.888961,Grinder A,353.86
3947,2025-04-12 18:59:53.699610,2025-04-12 20:11:53.699610,Grinder B,434.58
3948,2025-04-12 18:59:53.517668,2025-04-12 20:09:53.517668,Grinder C,419.42
3949,2025-04-12 18:59:53.091503,2025-04-12 20:14:53.091503,Grinder C,564.11
3950,2025-04-12 18:59:53.886757,2025-04-12 20:16:53.886757,Grinder A,337.59
3951,2025-04-12 18:59:53.632069,2025-04-12 21:18:53.632069,Grinder A,399.05
3952,2025-04-12 18:59:53.585557,2025-04-12 20:55:53.585557,Grinder C,345.81
3953,2025-04-12 18:59:53.540721,2025-04-12 21:32:53.540721,Grinder B,366.08
3954,2025-04-12 18:59:53.242590,2025-04-12 20:13:53.242590,Grinder B,728.09
3955,2025-04-12 18:59:53.661864,2025-04-12 20:42:53.661864,Grinder B,643.36
3956,2025-04-12 18:59:53.765273,2025-04-12 20:33:53.765273,Grinder C,681.92
3957,2025-04-12 18:59:53.744159,2025-04-12 21:00:53.744159,Grinder B,549.94
3958,2025-04-12 18:59:53.886943,2025-04-12 20:51:53.886943,Grinder A,737.0
3959,2025-04-12 18:59:53.164752,2025-04-12 20:39:53.164752,Grinder B,686.71
3960,2025-04-12 18:59:53.456547,2025-04-12 19:39:53.456547,Grinder C,726.91
3961,2025-04-12 18:59:53.931359,2025-04-12 21:27:53.931359,Grinder A,320.02
3962,2025-04-12 18:59:53.150395,2025-04-12 21:21:53.150395,Grinder A,589.44
3963,2025-04-12 18:59:53.210821,2025-04-12 21:13:53.210821,Grinder C,340.68
3964,2025-04-12 18:59:53.546550,2025-04-12 21:06:53.546550,Grinder C,735.62
3965,2025-04-12 18:59:53.395060,2025-04-12 20:27:53.395060,Grinder B,644.78
3966,2025-04-12 18:59:53.958541,2025-04-12 20:32:53.958541,Grinder B,674.24
3967,2025-04-12 18:59:53.488160,2025-04-12 21:58:53.488160,Grinder A,581.25
3968,2025-04-12 18:59:53.326059,2025-04-12 21:27:53.326059,Grinder A,771.28
3969,2025-04-12 18:59:53.108052,2025-04-12 20:12:53.108052,Grinder B,532.98
3970,2025-04-12 18:59:53.453702,2025-04-12 19:47:53.453702,Grinder B,739.67
3971,2025-04-12 18:59:53.335866,2025-04-12 19:32:53.335866,Grinder C,548.99
3972,2025-04-12 18:59:53.791934,2025-04-12 21:34:53.791934,Grinder C,322.21
3973,2025-04-12 18:59:53.242378,2025-04-12 20:33:53.242378,Grinder B,390.1
3974,2025-04-12 18:59:53.828306,2025-04-12 19:52:53.828306,Grinder C,476.46
3975,2025-04-12 18:59:53.186682,2025-04-12 21:08:53.186682,Grinder A,691.2
3976,2025-04-12 18:59:53.804211,2025-04-12 19:45:53.804211,Grinder A,724.27
3977,2025-04-12 18:59:53.222536,2025-04-12 21:53:53.222536,Grinder B,712.34
3978,2025-04-12 18:59:53.090961,2025-04-12 20:54:53.090961,Grinder A,412.99
3979,2025-04-12 18:59:53.272413,2025-04-12 20:39:53.272413,Grinder A,615.86
3980,2025-04-12 18:59:53.437597,2025-04-12 20:33:53.437597,Grinder B,472.09
3981,2025-04-12 18:59:53.371733,2025-04-12 20:22:53.371733,Grinder C,787.18
3982,2025-04-12 18:59:53.804991,2025-04-12 21:21:53.804991,Grinder A,676.45
3983,2025-04-12 18:59:53.032480,2025-04-12 19:31:53.032480,Grinder C,722.12
3984,2025-04-12 18:59:53.026518,2025-04-12 20:01:53.026518,Grinder B,708.61
3985,2025-04-12 18:59:53.875453,2025-04-12 21:55:53.875453,Grinder C,792.04
3986,2025-04-12 18:59:53.781412,2025-04-12 21:42:53.781412,Grinder B,322.5
3987,2025-04-12 18:59:53.053122,2025-04-12 20:19:53.053122,Grinder B,787.86
3988,2025-04-12 18:59:53.591359,2025-04-12 19:50:53.591359,Grinder B,691.25
3989,2025-04-12 18:59:53.157476,2025-04-12 20:21:53.157476,Grinder C,755.77
3990,2025-04-12 18:59:53.613144,2025-04-12 21:02:53.613144,Grinder C,767.44
3991,2025-04-12 18:59:53.291009,2025-04-12 19:40:53.291009,Grinder B,378.03
3992,2025-04-12 18:59:53.339033,2025-04-12 21:46:53.339033,Grinder B,673.79
3993,2025-04-12 18:59:53.043439,2025-04-12 20:49:53.043439,Grinder C,330.68
3994,2025-04-12 18:59:53.136128,2025-04-12 21:21:53.136128,Grinder A,370.02
3995,2025-04-12 18:59:53.898938,2025-04-12 19:32:53.898938,Grinder B,436.67
3996,2025-04-12 18:59:53.491905,2025-04-12 20:59:53.491905,Grinder C,415.3
3997,2025-04-12 18:59:53.631494,2025-04-12 20:16:53.631494,Grinder C,317.84
3998,2025-04-12 18:59:53.544411,2025-04-12 19:34:53.544411,Grinder C,387.57
3999,2025-04-12 18:59:53.074930,2025-04-12 20:51:53.074930,Grinder A,387.46
4000,2025-04-12 18:59:53.598972,2025-04-12 20:14:53.598972,Grinder C,623.18
4001,2025-04-12 18:59:53.789476,2025-04-12 21:16:53.789476,Grinder A,427.99
4002,2025-04-12 18:59:53.406663,2025-04-12 21:55:53.406663,Grinder C,382.68
4003,2025-04-12 18:59:53.292897,2025-04-12 20:47:53.292897,Grinder C,637.48
4004,2025-04-12 18:59:53.476491,2025-04-12 21:04:53.476491,Grinder C,720.99
4005,2025-04-12 18:59:53.320060,2025-04-12 20:39:53.320060,Grinder C,765.65
4006,2025-04-12 18:59:53.373038,2025-04-12 21:28:53.373038,Grinder A,639.92
4007,2025-04-12 18:59:53.899547,2025-04-12 21:41:53.899547,Grinder B,448.69
4008,2025-04-12 18:59:53.658378,2025-04-12 20:56:53.658378,Grinder A,589.94
4009,2025-04-12 18:59:53.414665,2025-04-12 20:42:53.414665,Grinder B,455.71
4010,2025-04-12 18:59:53.450112,2025-04-12 20:24:53.450112,Grinder A,579.44
4011,2025-04-12 18:59:53.158502,2025-04-12 21:52:53.158502,Grinder C,601.09
4012,2025-04-12 18:59:53.434965,2025-04-12 20:25:53.434965,Grinder C,582.31
4013,2025-04-12 18:59:53.277211,2025-04-12 21:20:53.277211,Grinder C,744.33
4014,2025-04-12 18:59:53.009283,2025-04-12 21:04:53.009283,Grinder C,668.9
4015,2025-04-12 18:59:53.428836,2025-04-12 20:09:53.428836,Grinder C,547.61
4016,2025-04-12 18:59:53.937186,2025-04-12 20:56:53.937186,Grinder C,799.32
4017,2025-04-12 18:59:53.206962,2025-04-12 20:31:53.206962,Grinder B,749.34
4018,2025-04-12 18:59:53.443603,2025-04-12 20:59:53.443603,Grinder B,635.03
4019,2025-04-12 18:59:53.370366,2025-04-12 20:13:53.370366,Grinder A,720.6
