PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksInDoos,Capaciteit
3929,2025-04-12 18:59:53.852017,2025-04-12 21:17:53.852017,Packer A,20,585.99
3930,2025-04-12 18:59:53.823745,2025-04-12 21:22:53.823745,Packer B,20,642.15
3931,2025-04-12 18:59:53.972491,2025-04-12 20:08:53.972491,Packer A,20,536.36
3932,2025-04-12 18:59:53.888990,2025-04-12 20:15:53.888990,Packer C,20,374.76
3933,2025-04-12 18:59:53.126796,2025-04-12 20:28:53.126796,Packer B,12,678.0
3934,2025-04-12 18:59:53.097923,2025-04-12 21:26:53.097923,Packer A,12,535.63
3935,2025-04-12 18:59:53.409951,2025-04-12 21:31:53.409951,Packer C,12,512.57
3936,2025-04-12 18:59:53.596543,2025-04-12 19:36:53.596543,Packer B,10,416.12
3937,2025-04-12 18:59:53.528086,2025-04-12 20:31:53.528086,Packer A,12,559.02
3938,2025-04-12 18:59:53.007125,2025-04-12 19:32:53.007125,Packer C,12,384.18
3939,2025-04-12 18:59:53.407511,2025-04-12 21:20:53.407511,Packer C,20,740.83
3940,2025-04-12 18:59:53.130861,2025-04-12 20:30:53.130861,Packer B,12,471.08
3941,2025-04-12 18:59:53.762579,2025-04-12 19:48:53.762579,Packer A,12,735.45
3942,2025-04-12 18:59:53.824749,2025-04-12 20:11:53.824749,Packer A,10,404.21
3943,2025-04-12 18:59:53.061374,2025-04-12 21:19:53.061374,Packer A,10,504.41
3944,2025-04-12 18:59:53.334229,2025-04-12 20:10:53.334229,Packer C,10,529.95
3945,2025-04-12 18:59:53.607728,2025-04-12 20:57:53.607728,Packer A,10,327.17
3946,2025-04-12 18:59:53.303243,2025-04-12 21:33:53.303243,Packer A,12,530.02
3947,2025-04-12 18:59:53.030215,2025-04-12 19:36:53.030215,Packer B,10,454.58
3948,2025-04-12 18:59:53.141154,2025-04-12 20:43:53.141154,Packer C,12,421.63
3949,2025-04-12 18:59:53.055213,2025-04-12 21:12:53.055213,Packer B,12,495.69
3950,2025-04-12 18:59:53.661196,2025-04-12 20:55:53.661196,Packer C,10,424.18
3951,2025-04-12 18:59:53.281079,2025-04-12 21:35:53.281079,Packer B,12,641.59
3952,2025-04-12 18:59:53.542746,2025-04-12 20:28:53.542746,Packer B,10,743.73
3953,2025-04-12 18:59:53.772568,2025-04-12 21:45:53.772568,Packer B,20,774.53
3954,2025-04-12 18:59:53.944305,2025-04-12 20:02:53.944305,Packer C,10,749.46
3955,2025-04-12 18:59:53.367756,2025-04-12 19:45:53.367756,Packer B,10,794.39
3956,2025-04-12 18:59:53.376805,2025-04-12 21:42:53.376805,Packer C,12,764.53
3957,2025-04-12 18:59:53.051910,2025-04-12 21:22:53.051910,Packer B,20,411.97
3958,2025-04-12 18:59:53.354675,2025-04-12 19:58:53.354675,Packer A,12,680.63
3959,2025-04-12 18:59:53.347406,2025-04-12 21:57:53.347406,Packer B,10,550.24
3960,2025-04-12 18:59:53.976763,2025-04-12 20:21:53.976763,Packer B,12,669.4
3961,2025-04-12 18:59:53.735836,2025-04-12 20:12:53.735836,Packer C,20,638.97
3962,2025-04-12 18:59:53.950497,2025-04-12 19:43:53.950497,Packer A,20,513.79
3963,2025-04-12 18:59:53.637976,2025-04-12 21:50:53.637976,Packer B,10,591.15
3964,2025-04-12 18:59:53.703037,2025-04-12 21:14:53.703037,Packer A,12,349.32
3965,2025-04-12 18:59:53.066386,2025-04-12 20:51:53.066386,Packer A,12,545.84
3966,2025-04-12 18:59:53.132616,2025-04-12 19:57:53.132616,Packer A,10,589.25
3967,2025-04-12 18:59:53.487374,2025-04-12 21:48:53.487374,Packer C,12,738.49
3968,2025-04-12 18:59:53.559975,2025-04-12 20:04:53.559975,Packer A,20,648.75
3969,2025-04-12 18:59:53.306565,2025-04-12 21:01:53.306565,Packer C,12,524.41
3970,2025-04-12 18:59:53.124394,2025-04-12 21:19:53.124394,Packer A,10,762.44
3971,2025-04-12 18:59:53.521316,2025-04-12 21:56:53.521316,Packer C,12,570.43
3972,2025-04-12 18:59:53.279963,2025-04-12 20:23:53.279963,Packer A,20,710.48
3973,2025-04-12 18:59:53.744013,2025-04-12 20:15:53.744013,Packer C,10,707.21
3974,2025-04-12 18:59:53.697968,2025-04-12 20:24:53.697968,Packer B,12,643.72
3975,2025-04-12 18:59:53.569837,2025-04-12 21:02:53.569837,Packer B,10,673.29
3976,2025-04-12 18:59:53.700604,2025-04-12 21:10:53.700604,Packer B,10,771.02
3977,2025-04-12 18:59:53.431707,2025-04-12 19:34:53.431707,Packer C,20,662.58
3978,2025-04-12 18:59:53.034548,2025-04-12 21:25:53.034548,Packer C,12,310.02
3979,2025-04-12 18:59:53.030211,2025-04-12 19:59:53.030211,Packer A,20,566.53
3980,2025-04-12 18:59:53.054242,2025-04-12 21:11:53.054242,Packer B,12,498.27
3981,2025-04-12 18:59:53.139889,2025-04-12 21:27:53.139889,Packer B,20,409.46
3982,2025-04-12 18:59:53.757151,2025-04-12 21:31:53.757151,Packer A,12,719.3
3983,2025-04-12 18:59:53.430596,2025-04-12 20:11:53.430596,Packer A,12,306.82
3984,2025-04-12 18:59:53.591781,2025-04-12 19:54:53.591781,Packer B,20,314.57
3985,2025-04-12 18:59:53.767105,2025-04-12 20:34:53.767105,Packer A,10,665.56
3986,2025-04-12 18:59:53.231373,2025-04-12 20:30:53.231373,Packer A,20,434.87
3987,2025-04-12 18:59:53.302031,2025-04-12 20:31:53.302031,Packer C,10,737.04
3988,2025-04-12 18:59:53.625236,2025-04-12 21:00:53.625236,Packer C,20,413.59
3989,2025-04-12 18:59:53.586338,2025-04-12 21:03:53.586338,Packer B,10,613.36
3990,2025-04-12 18:59:53.667436,2025-04-12 19:54:53.667436,Packer C,10,707.93
3991,2025-04-12 18:59:53.108481,2025-04-12 21:12:53.108481,Packer C,12,683.86
3992,2025-04-12 18:59:53.354522,2025-04-12 21:51:53.354522,Packer C,12,577.37
3993,2025-04-12 18:59:53.997748,2025-04-12 19:35:53.997748,Packer A,10,707.02
3994,2025-04-12 18:59:53.572677,2025-04-12 21:21:53.572677,Packer A,20,718.08
3995,2025-04-12 18:59:53.635296,2025-04-12 19:35:53.635296,Packer A,10,468.86
3996,2025-04-12 18:59:53.228472,2025-04-12 21:10:53.228472,Packer A,20,379.6
3997,2025-04-12 18:59:53.001534,2025-04-12 20:35:53.001534,Packer C,20,409.6
3998,2025-04-12 18:59:53.636004,2025-04-12 20:21:53.636004,Packer C,12,330.14
3999,2025-04-12 18:59:53.026566,2025-04-12 21:00:53.026566,Packer C,10,526.31
4000,2025-04-12 18:59:53.818952,2025-04-12 20:56:53.818952,Packer A,20,778.21
4001,2025-04-12 18:59:53.107043,2025-04-12 21:10:53.107043,Packer A,10,311.21
4002,2025-04-12 18:59:53.883537,2025-04-12 19:53:53.883537,Packer A,12,558.13
4003,2025-04-12 18:59:53.169686,2025-04-12 20:12:53.169686,Packer C,12,789.29
4004,2025-04-12 18:59:53.507403,2025-04-12 19:56:53.507403,Packer B,12,482.76
4005,2025-04-12 18:59:53.165535,2025-04-12 20:50:53.165535,Packer A,10,408.73
4006,2025-04-12 18:59:53.361486,2025-04-12 21:49:53.361486,Packer C,12,462.32
4007,2025-04-12 18:59:53.679731,2025-04-12 21:21:53.679731,Packer C,12,776.85
4008,2025-04-12 18:59:53.912777,2025-04-12 21:42:53.912777,Packer A,10,711.0
4009,2025-04-12 18:59:53.290509,2025-04-12 20:29:53.290509,Packer C,20,495.92
4010,2025-04-12 18:59:53.373924,2025-04-12 21:39:53.373924,Packer A,10,773.4
4011,2025-04-12 18:59:53.325057,2025-04-12 20:02:53.325057,Packer C,20,366.81
4012,2025-04-12 18:59:53.437907,2025-04-12 21:58:53.437907,Packer A,12,530.81
4013,2025-04-12 18:59:53.414083,2025-04-12 20:48:53.414083,Packer C,12,648.34
4014,2025-04-12 18:59:53.590336,2025-04-12 21:19:53.590336,Packer A,20,383.5
4015,2025-04-12 18:59:53.718435,2025-04-12 19:44:53.718435,Packer B,20,537.37
4016,2025-04-12 18:59:53.142101,2025-04-12 20:30:53.142101,Packer A,10,628.33
4017,2025-04-12 18:59:53.804811,2025-04-12 19:39:53.804811,Packer C,20,710.19
4018,2025-04-12 18:59:53.398596,2025-04-12 21:04:53.398596,Packer A,20,526.08
4019,2025-04-12 18:59:53.326634,2025-04-12 19:39:53.326634,Packer B,12,675.71
4020,2025-04-12 18:59:53.979831,2025-04-12 20:42:53.979831,Packer C,12,643.42
4021,2025-04-12 18:59:53.797379,2025-04-12 20:38:53.797379,Packer C,12,336.38
4022,2025-04-12 18:59:53.449670,2025-04-12 20:11:53.449670,Packer B,20,420.98
4023,2025-04-12 18:59:53.408628,2025-04-12 21:02:53.408628,Packer A,20,717.51
4024,2025-04-12 18:59:53.069139,2025-04-12 20:08:53.069139,Packer C,20,405.99
4025,2025-04-12 18:59:53.151942,2025-04-12 20:18:53.151942,Packer C,10,453.7
4026,2025-04-12 18:59:53.852339,2025-04-12 20:37:53.852339,Packer B,20,665.72
4027,2025-04-12 18:59:53.495125,2025-04-12 21:31:53.495125,Packer B,20,565.68
4028,2025-04-12 18:59:53.934078,2025-04-12 19:32:53.934078,Packer A,12,332.5
4029,2025-04-12 18:59:53.882832,2025-04-12 20:52:53.882832,Packer C,10,671.74
4030,2025-04-12 18:59:53.889805,2025-04-12 20:42:53.889805,Packer A,12,434.16
4031,2025-04-12 18:59:53.795129,2025-04-12 20:11:53.795129,Packer B,12,696.62
4032,2025-04-12 18:59:53.237247,2025-04-12 20:43:53.237247,Packer A,10,506.43
4033,2025-04-12 18:59:53.156155,2025-04-12 20:21:53.156155,Packer A,12,481.61
4034,2025-04-12 18:59:53.043616,2025-04-12 19:51:53.043616,Packer C,20,542.25
4035,2025-04-12 18:59:53.570953,2025-04-12 19:51:53.570953,Packer C,20,756.58
4036,2025-04-12 18:59:53.671083,2025-04-12 21:54:53.671083,Packer C,10,748.36
4037,2025-04-12 18:59:53.816645,2025-04-12 19:36:53.816645,Packer A,20,663.38
4038,2025-04-12 18:59:53.175668,2025-04-12 21:19:53.175668,Packer A,12,777.83
4039,2025-04-12 18:59:53.556072,2025-04-12 20:02:53.556072,Packer B,10,679.67
4040,2025-04-12 18:59:53.838558,2025-04-12 21:23:53.838558,Packer C,12,636.34
4041,2025-04-12 18:59:53.142070,2025-04-12 19:34:53.142070,Packer A,10,673.59
4042,2025-04-12 18:59:53.538923,2025-04-12 21:12:53.538923,Packer A,20,444.29
4043,2025-04-12 18:59:53.737137,2025-04-12 21:31:53.737137,Packer A,10,303.13
4044,2025-04-12 18:59:53.066379,2025-04-12 21:26:53.066379,Packer B,10,654.08
4045,2025-04-12 18:59:53.152566,2025-04-12 20:44:53.152566,Packer C,20,390.74
4046,2025-04-12 18:59:53.528403,2025-04-12 20:55:53.528403,Packer A,10,600.64
4047,2025-04-12 18:59:53.886066,2025-04-12 20:53:53.886066,Packer C,10,310.7
4048,2025-04-12 18:59:53.291509,2025-04-12 19:35:53.291509,Packer C,10,569.72
4049,2025-04-12 18:59:53.529481,2025-04-12 20:31:53.529481,Packer C,20,672.87
4050,2025-04-12 18:59:53.817592,2025-04-12 19:35:53.817592,Packer B,12,773.19
4051,2025-04-12 18:59:53.267190,2025-04-12 20:37:53.267190,Packer C,12,739.02
4052,2025-04-12 18:59:53.707227,2025-04-12 21:23:53.707227,Packer C,10,350.04
4053,2025-04-12 18:59:53.155171,2025-04-12 20:17:53.155171,Packer A,20,749.81
4054,2025-04-12 18:59:53.562771,2025-04-12 21:54:53.562771,Packer B,20,660.21
4055,2025-04-12 18:59:53.903059,2025-04-12 20:17:53.903059,Packer B,20,329.71
4056,2025-04-12 18:59:53.416254,2025-04-12 21:59:53.416254,Packer C,12,505.87
4057,2025-04-12 18:59:53.089995,2025-04-12 21:11:53.089995,Packer A,12,510.14
4058,2025-04-12 18:59:53.634886,2025-04-12 20:03:53.634886,Packer A,20,585.77
4059,2025-04-12 18:59:53.189583,2025-04-12 21:04:53.189583,Packer C,20,377.83
4060,2025-04-12 18:59:53.301708,2025-04-12 20:21:53.301708,Packer A,10,785.44
4061,2025-04-12 18:59:53.875106,2025-04-12 19:39:53.875106,Packer A,20,413.18
4062,2025-04-12 18:59:53.529998,2025-04-12 19:38:53.529998,Packer A,10,570.82
4063,2025-04-12 18:59:53.074681,2025-04-12 21:50:53.074681,Packer B,12,599.75
4064,2025-04-12 18:59:53.027398,2025-04-12 20:47:53.027398,Packer A,12,781.68
4065,2025-04-12 18:59:53.702034,2025-04-12 21:22:53.702034,Packer B,20,445.45
4066,2025-04-12 18:59:53.895841,2025-04-12 21:45:53.895841,Packer A,12,473.48
4067,2025-04-12 18:59:53.180885,2025-04-12 20:48:53.180885,Packer A,10,581.12
4068,2025-04-12 18:59:53.349689,2025-04-12 19:32:53.349689,Packer B,12,666.67
4069,2025-04-12 18:59:53.527382,2025-04-12 20:33:53.527382,Packer B,10,451.72
4070,2025-04-12 18:59:53.773986,2025-04-12 19:37:53.773986,Packer C,12,427.99
4071,2025-04-12 18:59:53.887525,2025-04-12 20:39:53.887525,Packer A,20,377.91
4072,2025-04-12 18:59:53.427518,2025-04-12 20:42:53.427518,Packer C,10,579.75
4073,2025-04-12 18:59:53.113568,2025-04-12 21:15:53.113568,Packer B,20,576.79
4074,2025-04-12 18:59:53.600980,2025-04-12 20:16:53.600980,Packer C,12,340.88
4075,2025-04-12 18:59:53.677519,2025-04-12 19:39:53.677519,Packer C,20,639.37
4076,2025-04-12 18:59:53.439537,2025-04-12 21:44:53.439537,Packer C,20,718.5
4077,2025-04-12 18:59:53.291536,2025-04-12 21:21:53.291536,Packer A,20,651.38
4078,2025-04-12 18:59:53.705693,2025-04-12 21:44:53.705693,Packer A,20,571.43
4079,2025-04-12 18:59:53.009546,2025-04-12 20:32:53.009546,Packer C,10,450.48
4080,2025-04-12 18:59:53.856536,2025-04-12 20:30:53.856536,Packer C,20,689.33
4081,2025-04-12 18:59:53.976113,2025-04-12 20:20:53.976113,Packer A,10,541.26
4082,2025-04-12 18:59:53.651011,2025-04-12 21:56:53.651011,Packer C,12,700.88
4083,2025-04-12 18:59:53.916091,2025-04-12 19:34:53.916091,Packer B,20,724.18
4084,2025-04-12 18:59:53.119996,2025-04-12 20:39:53.119996,Packer A,10,317.51
4085,2025-04-12 18:59:53.744409,2025-04-12 19:49:53.744409,Packer A,10,358.55
4086,2025-04-12 18:59:53.781199,2025-04-12 19:42:53.781199,Packer A,10,500.14
4087,2025-04-12 18:59:53.899132,2025-04-12 21:02:53.899132,Packer B,12,601.4
4088,2025-04-12 18:59:53.251859,2025-04-12 21:52:53.251859,Packer C,20,778.25
4089,2025-04-12 18:59:53.372998,2025-04-12 19:41:53.372998,Packer A,12,300.48
4090,2025-04-12 18:59:53.308897,2025-04-12 20:48:53.308897,Packer B,20,797.14
4091,2025-04-12 18:59:53.993558,2025-04-12 20:41:53.993558,Packer C,20,429.96
4092,2025-04-12 18:59:53.112247,2025-04-12 21:24:53.112247,Packer C,12,594.33
4093,2025-04-12 18:59:53.230119,2025-04-12 20:58:53.230119,Packer B,10,648.17
4094,2025-04-12 18:59:53.023301,2025-04-12 20:17:53.023301,Packer A,10,519.63
4095,2025-04-12 18:59:53.436563,2025-04-12 19:52:53.436563,Packer A,20,709.81
4096,2025-04-12 18:59:53.175970,2025-04-12 20:46:53.175970,Packer B,20,678.98
4097,2025-04-12 18:59:53.887426,2025-04-12 19:57:53.887426,Packer A,20,756.71
4098,2025-04-12 18:59:53.398297,2025-04-12 20:09:53.398297,Packer A,10,403.39
4099,2025-04-12 18:59:53.918475,2025-04-12 21:12:53.918475,Packer C,20,324.75
4100,2025-04-12 18:59:53.030683,2025-04-12 21:25:53.030683,Packer C,20,404.54
4101,2025-04-12 18:59:53.217835,2025-04-12 21:14:53.217835,Packer B,10,707.29
4102,2025-04-12 18:59:53.837027,2025-04-12 21:57:53.837027,Packer A,10,719.19
4103,2025-04-12 18:59:53.164241,2025-04-12 20:25:53.164241,Packer A,12,345.37
4104,2025-04-12 18:59:53.799289,2025-04-12 20:10:53.799289,Packer A,10,411.55
4105,2025-04-12 18:59:53.158973,2025-04-12 20:55:53.158973,Packer B,10,395.35
4106,2025-04-12 18:59:53.091020,2025-04-12 20:32:53.091020,Packer A,12,705.38
4107,2025-04-12 18:59:53.643216,2025-04-12 19:32:53.643216,Packer C,10,613.64
4108,2025-04-12 18:59:53.008431,2025-04-12 20:49:53.008431,Packer C,12,497.21
4109,2025-04-12 18:59:53.166392,2025-04-12 21:53:53.166392,Packer C,10,413.65
4110,2025-04-12 18:59:53.348312,2025-04-12 19:39:53.348312,Packer A,10,412.96
4111,2025-04-12 18:59:53.378894,2025-04-12 20:57:53.378894,Packer B,10,403.55
4112,2025-04-12 18:59:53.254241,2025-04-12 21:40:53.254241,Packer B,20,510.1
4113,2025-04-12 18:59:53.601883,2025-04-12 20:38:53.601883,Packer B,20,788.7
4114,2025-04-12 18:59:53.409269,2025-04-12 21:25:53.409269,Packer C,10,436.2
4115,2025-04-12 18:59:53.509391,2025-04-12 20:23:53.509391,Packer B,20,749.77
4116,2025-04-12 18:59:53.621201,2025-04-12 21:37:53.621201,Packer A,12,524.58
4117,2025-04-12 18:59:53.257218,2025-04-12 21:22:53.257218,Packer A,10,399.45
4118,2025-04-12 18:59:53.567242,2025-04-12 20:38:53.567242,Packer C,20,535.19
4119,2025-04-12 18:59:53.362554,2025-04-12 20:27:53.362554,Packer B,12,643.28
4120,2025-04-12 18:59:53.035460,2025-04-12 20:04:53.035460,Packer C,20,709.54
4121,2025-04-12 18:59:53.010275,2025-04-12 21:37:53.010275,Packer B,12,739.14
4122,2025-04-12 18:59:53.044968,2025-04-12 21:17:53.044968,Packer C,10,712.51
4123,2025-04-12 18:59:53.219810,2025-04-12 21:46:53.219810,Packer C,12,313.83
4124,2025-04-12 18:59:53.979290,2025-04-12 21:33:53.979290,Packer B,10,325.93
4125,2025-04-12 18:59:53.890690,2025-04-12 21:47:53.890690,Packer A,10,398.93
4126,2025-04-12 18:59:53.947015,2025-04-12 20:10:53.947015,Packer A,10,734.89
4127,2025-04-12 18:59:53.870691,2025-04-12 21:28:53.870691,Packer A,10,555.14
4128,2025-04-12 18:59:53.710764,2025-04-12 20:41:53.710764,Packer C,20,636.94
4129,2025-04-12 18:59:53.616612,2025-04-12 20:45:53.616612,Packer A,20,732.74
4130,2025-04-12 18:59:53.547254,2025-04-12 20:05:53.547254,Packer B,12,433.99
4131,2025-04-12 18:59:53.574947,2025-04-12 21:43:53.574947,Packer B,12,602.05
4132,2025-04-12 18:59:53.757957,2025-04-12 20:16:53.757957,Packer A,20,719.73
4133,2025-04-12 18:59:53.660002,2025-04-12 20:33:53.660002,Packer C,20,319.95
4134,2025-04-12 18:59:53.983911,2025-04-12 19:37:53.983911,Packer B,20,523.98
4135,2025-04-12 18:59:53.779385,2025-04-12 21:46:53.779385,Packer C,12,371.68
4136,2025-04-12 18:59:53.000509,2025-04-12 19:49:53.000509,Packer B,12,520.01
4137,2025-04-12 18:59:53.643111,2025-04-12 21:27:53.643111,Packer C,12,363.58
4138,2025-04-12 18:59:53.351308,2025-04-12 20:09:53.351308,Packer B,10,531.29
4139,2025-04-12 18:59:53.479117,2025-04-12 20:42:53.479117,Packer C,10,432.06
4140,2025-04-12 18:59:53.027087,2025-04-12 21:26:53.027087,Packer C,20,650.79
4141,2025-04-12 18:59:53.950479,2025-04-12 20:53:53.950479,Packer C,10,432.09
4142,2025-04-12 18:59:53.301708,2025-04-12 20:45:53.301708,Packer A,12,582.12
4143,2025-04-12 18:59:53.711906,2025-04-12 20:38:53.711906,Packer B,10,455.89
4144,2025-04-12 18:59:53.745116,2025-04-12 20:37:53.745116,Packer C,20,742.07
4145,2025-04-12 18:59:53.345623,2025-04-12 21:07:53.345623,Packer C,20,469.89
4146,2025-04-12 18:59:53.556325,2025-04-12 21:52:53.556325,Packer B,20,304.38
4147,2025-04-12 18:59:53.277109,2025-04-12 20:10:53.277109,Packer C,12,736.2
4148,2025-04-12 18:59:53.415868,2025-04-12 21:32:53.415868,Packer C,20,395.61
4149,2025-04-12 18:59:53.685426,2025-04-12 20:37:53.685426,Packer C,20,369.61
4150,2025-04-12 18:59:53.772772,2025-04-12 19:55:53.772772,Packer A,12,322.9
4151,2025-04-12 18:59:53.386413,2025-04-12 21:35:53.386413,Packer B,10,745.22
4152,2025-04-12 18:59:53.446788,2025-04-12 21:07:53.446788,Packer C,12,474.99
4153,2025-04-12 18:59:53.530412,2025-04-12 20:45:53.530412,Packer B,20,446.36
4154,2025-04-12 18:59:53.048914,2025-04-12 20:00:53.048914,Packer C,12,684.4
4155,2025-04-12 18:59:53.330125,2025-04-12 19:51:53.330125,Packer B,12,749.31
4156,2025-04-12 18:59:53.809641,2025-04-12 21:41:53.809641,Packer B,20,534.23
4157,2025-04-12 18:59:53.477548,2025-04-12 19:30:53.477548,Packer B,12,558.94
4158,2025-04-12 18:59:53.986670,2025-04-12 21:55:53.986670,Packer A,20,350.49
4159,2025-04-12 18:59:53.610447,2025-04-12 21:07:53.610447,Packer A,12,319.45
4160,2025-04-12 18:59:53.117529,2025-04-12 21:42:53.117529,Packer C,12,334.68
4161,2025-04-12 18:59:53.731477,2025-04-12 19:29:53.731477,Packer B,10,699.25
4162,2025-04-12 18:59:53.429651,2025-04-12 20:56:53.429651,Packer C,20,747.96
4163,2025-04-12 18:59:53.895251,2025-04-12 21:32:53.895251,Packer C,12,622.61
4164,2025-04-12 18:59:53.963228,2025-04-12 21:47:53.963228,Packer C,20,557.08
4165,2025-04-12 18:59:53.386744,2025-04-12 19:54:53.386744,Packer A,12,614.74
4166,2025-04-12 18:59:53.157973,2025-04-12 21:35:53.157973,Packer A,20,787.64
4167,2025-04-12 18:59:53.521963,2025-04-12 21:47:53.521963,Packer B,12,477.69
4168,2025-04-12 18:59:53.288647,2025-04-12 21:01:53.288647,Packer B,12,727.05
4169,2025-04-12 18:59:53.881764,2025-04-12 21:31:53.881764,Packer A,12,549.93
4170,2025-04-12 18:59:53.707500,2025-04-12 20:44:53.707500,Packer B,12,536.23
4171,2025-04-12 18:59:53.460204,2025-04-12 20:50:53.460204,Packer C,20,643.31
4172,2025-04-12 18:59:53.927954,2025-04-12 19:55:53.927954,Packer A,12,710.28
4173,2025-04-12 18:59:53.625342,2025-04-12 21:07:53.625342,Packer B,20,535.62
4174,2025-04-12 18:59:53.253865,2025-04-12 20:39:53.253865,Packer A,10,383.66
4175,2025-04-12 18:59:53.734304,2025-04-12 19:43:53.734304,Packer B,20,751.15
4176,2025-04-12 18:59:53.241032,2025-04-12 20:22:53.241032,Packer A,20,769.27
4177,2025-04-12 18:59:53.058771,2025-04-12 20:43:53.058771,Packer A,12,595.07
4178,2025-04-12 18:59:53.982640,2025-04-12 20:33:53.982640,Packer C,12,455.63
4179,2025-04-12 18:59:53.669199,2025-04-12 19:42:53.669199,Packer A,10,451.55
4180,2025-04-12 18:59:53.076432,2025-04-12 20:53:53.076432,Packer C,10,682.07
4181,2025-04-12 18:59:53.574763,2025-04-12 20:02:53.574763,Packer A,10,789.28
4182,2025-04-12 18:59:53.796181,2025-04-12 19:46:53.796181,Packer C,20,633.08
4183,2025-04-12 18:59:53.521902,2025-04-12 20:35:53.521902,Packer C,10,787.92
4184,2025-04-12 18:59:53.608838,2025-04-12 19:43:53.608838,Packer B,12,345.23
4185,2025-04-12 18:59:53.023176,2025-04-12 19:31:53.023176,Packer B,10,773.9
4186,2025-04-12 18:59:53.210898,2025-04-12 21:14:53.210898,Packer B,12,530.1
4187,2025-04-12 18:59:53.003716,2025-04-12 19:52:53.003716,Packer C,20,575.67
4188,2025-04-12 18:59:53.440195,2025-04-12 20:03:53.440195,Packer B,10,526.36
4189,2025-04-12 18:59:53.220846,2025-04-12 21:20:53.220846,Packer A,20,784.54
4190,2025-04-12 18:59:53.179966,2025-04-12 19:42:53.179966,Packer A,10,617.78
4191,2025-04-12 18:59:53.650207,2025-04-12 20:45:53.650207,Packer C,10,388.59
4192,2025-04-12 18:59:53.458172,2025-04-12 20:27:53.458172,Packer B,20,648.51
4193,2025-04-12 18:59:53.084465,2025-04-12 21:07:53.084465,Packer A,10,306.24
4194,2025-04-12 18:59:53.897492,2025-04-12 20:50:53.897492,Packer B,12,710.21
4195,2025-04-12 18:59:53.967053,2025-04-12 21:49:53.967053,Packer B,12,301.86
4196,2025-04-12 18:59:53.997595,2025-04-12 20:45:53.997595,Packer B,12,527.37
4197,2025-04-12 18:59:53.486673,2025-04-12 19:49:53.486673,Packer B,10,450.46
4198,2025-04-12 18:59:53.289383,2025-04-12 20:58:53.289383,Packer B,10,395.02
4199,2025-04-12 18:59:53.825675,2025-04-12 20:59:53.825675,Packer C,10,573.04
4200,2025-04-12 18:59:53.645828,2025-04-12 21:36:53.645828,Packer B,12,698.02
4201,2025-04-12 18:59:53.727290,2025-04-12 21:40:53.727290,Packer C,10,745.86
4202,2025-04-12 18:59:53.688269,2025-04-12 21:14:53.688269,Packer A,20,661.26
4203,2025-04-12 18:59:53.153566,2025-04-12 19:51:53.153566,Packer A,10,360.72
4204,2025-04-12 18:59:53.180891,2025-04-12 21:17:53.180891,Packer A,20,695.3
4205,2025-04-12 18:59:53.917846,2025-04-12 21:55:53.917846,Packer A,12,408.32
4206,2025-04-12 18:59:53.886249,2025-04-12 19:59:53.886249,Packer C,10,759.79
4207,2025-04-12 18:59:53.267954,2025-04-12 20:47:53.267954,Packer A,10,493.71
4208,2025-04-12 18:59:53.711159,2025-04-12 19:53:53.711159,Packer B,20,517.24
4209,2025-04-12 18:59:53.129181,2025-04-12 20:03:53.129181,Packer B,10,317.63
4210,2025-04-12 18:59:53.809599,2025-04-12 21:26:53.809599,Packer C,20,303.4
4211,2025-04-12 18:59:53.331274,2025-04-12 20:39:53.331274,Packer C,20,515.93
4212,2025-04-12 18:59:53.309532,2025-04-12 21:05:53.309532,Packer B,12,456.94
4213,2025-04-12 18:59:53.174882,2025-04-12 20:28:53.174882,Packer B,12,721.38
4214,2025-04-12 18:59:53.695925,2025-04-12 20:41:53.695925,Packer C,10,484.74
4215,2025-04-12 18:59:53.430017,2025-04-12 20:49:53.430017,Packer B,20,720.2
4216,2025-04-12 18:59:53.056479,2025-04-12 19:43:53.056479,Packer C,10,502.5
4217,2025-04-12 18:59:53.664745,2025-04-12 20:34:53.664745,Packer B,12,302.74
4218,2025-04-12 18:59:53.850714,2025-04-12 20:36:53.850714,Packer C,20,583.45
4219,2025-04-12 18:59:53.183665,2025-04-12 20:04:53.183665,Packer B,10,302.53
4220,2025-04-12 18:59:53.735445,2025-04-12 19:39:53.735445,Packer C,10,436.23
4221,2025-04-12 18:59:53.509251,2025-04-12 21:56:53.509251,Packer C,20,708.18
4222,2025-04-12 18:59:53.801915,2025-04-12 21:30:53.801915,Packer C,12,563.24
4223,2025-04-12 18:59:53.733252,2025-04-12 20:55:53.733252,Packer A,20,473.75
4224,2025-04-12 18:59:53.841162,2025-04-12 20:01:53.841162,Packer C,12,739.3
4225,2025-04-12 18:59:53.970060,2025-04-12 19:57:53.970060,Packer C,10,637.12
4226,2025-04-12 18:59:53.763313,2025-04-12 19:35:53.763313,Packer C,12,526.79
4227,2025-04-12 18:59:53.485979,2025-04-12 19:34:53.485979,Packer B,10,372.07
4228,2025-04-12 18:59:53.713123,2025-04-12 21:56:53.713123,Packer C,10,549.35
4229,2025-04-12 18:59:53.572082,2025-04-12 21:11:53.572082,Packer C,10,355.84
4230,2025-04-12 18:59:53.149914,2025-04-12 19:49:53.149914,Packer C,12,460.81
4231,2025-04-12 18:59:53.270314,2025-04-12 21:35:53.270314,Packer A,12,690.43
